影视车天下第一,#genre#
CCTV5+,http://39.135.138.58:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231459/1.m3u8
CCTV5+,http://117.148.179.157/PLTV/88888888/224/3221231459/index.m3u8
CCTV5+,http://39.134.67.6:80/wh7f454c46tw2029879648_2093826562/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/1590394299-1.m3u8
CCTV5+,http://39.135.138.60:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+,http://39.134.116.30:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+,http://39.135.138.60:18890/TVOD/88888910/224/3221225649/index.m3u8
CCTV5+,http://39.135.138.60:18890/TVOD/88888910/224/3221225706/index.m3u8
CCTV5+,http://111.20.33.93/TVOD/88888893/224/3221226221/index.m3u8
CCTV6,http://hz752.love:63/live_ffb0/astv.php?id=cctv6hd
CCTV6,http://hz752.love:63/live_ffb0/bst.php?id=cctv6
CCTV6,http://hz752.love:63/live_ffb0/mak.php?id=cctv6
CCTV6,http://hz752.love:63/live_ffb0/cqyx.php?id=cctv6HD
CCTV6,http://hz752.love:63/live_ffb0/yst.php?id=cctv-6
CCTV6,http://hz752.love:63/live_ffb0/migu.php?id=cctv6
CCTV6,http://hz752.love:63/live_ffb0/bfgd.php?id=065
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV6,http://39.135.138.59:18890/PLTV/88888910/224/3221225650/index.m3u8
CCTV6,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV6,http://39.135.32.236:6610/PLTV/77777777/224/3221225683/index.m3u8?$广西移动
CCTV6,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8$江西宜春8M
CCTV6,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8
CCTV6,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878396
CCTV6,http://111.59.189.40:8445/tsfile/live/1004_1.m3u8
CCTV6,http://182.254.52.15/keonline.shanghai.liveplay.qq.com/live/program/live/cctv6hd/2300000/mnf.m3u8
CCTV6,http://39.135.138.60:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV6,http://39.135.138.60:18890/PLTV/88888910/224/3221225650/index.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8$7M1080P
CCTV6,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8?$移动蓝光1080P
CCTV6,http://111.20.33.93/TVOD/88888893/224/3221226393/index.m3u8
CCTV6,http://117.148.179.157/PLTV/88888888/224/3221232689/index.m3u8?zzhongd
CCTV7,http://111.11.123.49:6610/000000001000/7319070262144570132/1.m3u8?Contentid=7319070262144570132&livemode=1&stbId=3&channel-id=bestzb
CCTV7,http://111.11.123.49:6610/000000001000/7787764357983924496/1.m3u8?Contentid=7787764357983924496&livemode=1&stbId=3&channel-id=hnbblive
CCTV7,http://39.134.193.100:6610/030000001001/CCTV7-/1.m3u8?i
CCTV7,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225778/1.m3u8
CCTV7,http://140.207.241.3:8080/live/program/live/cctv7/1300000/d1.m3u8
CCTV7,http://123.6.9.146/live/jz-CCTV7-/live.m3u8
CCTV7,http://111.63.117.13:6060/030000001000/CCTV7-/CCTV7-.m3u8
CCTV7,http://111.11.123.49:6610/000000001000/7050628689018054317/1.m3u8?Contentid=7050628689018054317&livemode=1&stbId=3&channel-id=ystenlive
CCTV7,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225570/2/index.m3u8?fmt=ts2hls
CCTV7,http://39.136.48.53:8089/PLTV/88888888/224/3221225887/index.m3u8
CCTV7,http://111.20.33.93/PLTV/88888893/224/3221226248/index.m3u8
CCTV7,http://111.20.35.103:6610/yinhe/2/ch00000090990000001325/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV7,http://111.20.35.103:6610/yinhe/2/ch00000090990000001017/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225644/index.m3u8
CCTV7,http://39.135.138.58:18890/PLTV/88888888/224/3221225624/index.m3u8
CCTV7,http://39.134.65.179/PLTV/88888888/224/3221225671/1.m3u8
CCTV7,http://39.134.65.164/PLTV/88888888/224/3221225671/1.m3u8
CCTV7,http://39.134.65.183/PLTV/88888888/224/3221225671/1.m3u8
CCTV7,http://39.134.65.173/PLTV/88888888/224/3221225671/1.m3u8
CCTV7,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv7/1300000/mnf.m3u8
CCTV7,http://stream-shbu.bestvcdn.com:8080/live/program/live/cctv7/1300000/mnf.m3u8
CCTV7,http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8$江西宜春8M
CCTV7,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://112.74.200.9:88/tv000000/m3u8.php?/migu/673168121
CCTV7,http://111.59.189.40:8445/tsfile/live/1005_1.m3u8
CCTV7,http://39.135.138.60:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV7,http://migu.jilu8.cn/3221231633/index.m3u8
CCTV7,http://39.134.66.110/PLTV/88888888/224/3221225671/index.m3u8
CCTV7,http://39.134.66.66/PLTV/88888888/224/3221225671/index.m3u8
CCTV7,http://39.135.138.59:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://111.20.33.93/TVOD/88888893/224/3221226192/index.m3u8
CCTV7,http://111.20.33.93/TVOD/88888893/224/3221226248/index.m3u8
CCTV7,http://117.148.179.157/PLTV/88888888/224/3221231633/index.m3u8?zzhongd CCTV8,http://hz752.love:63/live_ffb0/astv.php?id=cctv8hd
CCTV8,http://hz752.love:63/live_ffb0/bst.php?id=cctv8
CCTV8,http://hz752.love:63/live_ffb0/mak.php?id=cctv8
CCTV8,http://hz752.love:63/live_ffb0/cqyx.php?id=cctv8HD
CCTV8,http://hz752.love:63/live_ffb0/yst.php?id=cctv-8
CCTV8,http://hz752.love:63/live_ffb0/migu.php?id=cctv8
CCTV8,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV8,http://hz752.love:63/live_ffb0/bfgd.php?id=066 CCTV8,http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw4086984004_1136880123/ott.mobaibox.com/PLTV/3/224/3221227473/index.m3u8?icpid=3&RTS=1668594586&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
CCTV8,http://111.20.35.103:6610/yinhe/2/ch00000090990000001849/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV8,http://111.20.33.93/PLTV/88888893/224/3221226407/index.m3u8
CCTV8,http://111.20.35.103:6610/yinhe/2/ch00000090990000001022/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225759/1.m3u8
CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226407/1.m3u8
CCTV8,http://140.207.241.3:8080/live/program/live/cctv8/1300000/d1.m3u8
CCTV8,http://111.63.117.13:6060/030000001000/G_CCTV8-/G_CCTV8-.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV8,http://117.148.179.163/PLTV/88888888/224/3221231694/index.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://111.40.196.31/PLTV/88888888/224/3221225592/index.m3u8
CCTV8,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://39.135.138.58:18890/PLTV/88888888/224/3221225631/index.m3u8
CCTV8,http://stream-shbu.bestvcdn.com:8080/live/program/live/cctv8hd/4000000/mnf.m3u8
CCTV8,http://111.40.196.9/PLTV/88888888/224/3221225592/index.m3u8
CCTV8,http://39.135.32.236:6610/PLTV/77777777/224/3221225630/index.m3u8?$广西移动
CCTV8,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8$江西宜春8M
CCTV8,http://39.135.138.59:18890/TVOD/88888910/224/3221225635/index.m3u8
CCTV8,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV8,http://111.59.189.40:8445/tsfile/live/1006_1.m3u8
CCTV8,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878356
CCTV8,http://39.135.138.60:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://migu.jilu8.cn/3221232983/index.m3u8
CCTV8,http://migu.jilu8.cn/3221231501/index.m3u8
CCTV8,http://migu.jilu8.cn/3221231694/index.m3u8
CCTV8,http://140.207.241.2:8080/live/program/live/cctv8hd/2300000/mnf.m3u8
CCTV8,http://39.135.138.59:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV8,http://111.20.33.93/TVOD/88888893/224/3221226391/index.m3u8
CCTV8,http://117.148.179.157/PLTV/88888888/224/3221231694/index.m3u8?zzhongd
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,http://111.11.123.49:6610/000000001000/5000000001000024017/1.m3u8?Contentid=5000000001000024017&livemode=1&stbId=3&channel-id=bestzb
CCTV9,http://111.11.123.49:6610/000000001000/5117943747640013023/1.m3u8?Contentid=5117943747640013023&livemode=1&stbId=3&channel-id=hnbblive
CCTV9,http://111.63.117.13:6060/030000001000/G_CCTV9-/G_CCTV9-.m3u8
CCTV9,http://111.20.35.103:6610/yinhe/2/ch00000090990000001023/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV9,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225758/1.m3u8
CCTV9,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225920/2/index.m3u8?fmt=ts2hls
CCTV9,http://140.207.241.3:8080/live/program/live/cctv9/1200000/d1.m3u8
CCTV9,http://123.6.9.146/live/jz-CCTV9-/live.m3u8
CCTV9,http://117.148.179.163/PLTV/88888888/224/3221231697/index.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8
CCTV9,http://111.40.196.34/PLTV/88888888/224/3221225502/index.m3u8
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,http://117.148.179.162/PLTV/88888888/224/3221231697/index.m3u8
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225646/index.m3u8
CCTV9,http://39.135.32.236:6610/PLTV/77777777/224/3221225633/index.m3u8?$广西移动
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225646/index.m3u8$江西宜春8M
CCTV9,http://112.74.200.9:88/tv000000/m3u8.php?/migu/673168140
CCTV9,http://39.135.138.60:18890/PLTV/88888910/224/3221225646/index.m3u8
CCTV9,http://39.134.65.208/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.135.138.60:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,http://migu.jilu8.cn/3221231697/index.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8$3M1080P
CCTV9,http://39.134.66.110/PLTV/88888888/224/3221225676/index.m3u8
CCTV9-记录,http://111.40.196.9/PLTV/88888888/224/3221225502/index.m3u8
CCTV9,http://117.148.179.157/PLTV/88888888/224/3221231697/index.m3u8?zzhongd
CCTV10,http://111.11.123.49:6610/000000001000/6099129499930970995/1.m3u8?Contentid=6099129499930970995&livemode=1&stbId=3&channel-id=hnbblive
CCTV10,http://39.134.193.100:6610/030000001001/CCTV10-/1.m3u8?i
CCTV10,http://111.11.123.49:6610/000000001000/7019587760656900133/1.m3u8?Contentid=7019587760656900133&livemode=1&stbId=3&channel-id=ystenlive
CCTV10,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225569/2/index.m3u8?fmt=ts2hls
CCTV10,http://111.40.196.9/PLTV/88888888/224/3221225494/index.m3u8
CCTV10,http://111.20.35.103:6610/yinhe/2/ch00000090990000001011/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV10,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225777/1.m3u8
CCTV10,http://140.207.241.3:8080/live/program/live/CCTV10-/1300000/d1.m3u8
CCTV10,http://123.6.9.146/live/jz-CCTV10-/live.m3u8
CCTV10,http://111.63.117.13:6060/030000001000/CCTV10-/CCTV10-.m3u8
CCTV10,http://hbwq.chinashadt.com:2035/live/stream:CCTV10-.stream/playlist.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8
CCTV10,http://117.148.179.163/PLTV/88888888/224/3221231666/index.m3u8
CCTV10,http://39.135.138.59:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV10,http://117.148.179.174/PLTV/88888888/224/3221231666/index.m3u8
CCTV10,http://117.148.179.175/PLTV/88888888/224/3221231666/index.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225636/index.m3u8
CCTV10,http://39.135.138.59:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV10,http://39.134.65.179/PLTV/88888888/224/3221225677/1.m3u8
CCTV10,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/CCTV10-/1300000/mnf.m3u8
CCTV10,http://39.135.32.236:6610/PLTV/77777777/224/3221225624/index.m3u8?$广西移动
CCTV10,http://39.135.138.59:18890/PLTV/88888910/224/3221225636/index.m3u8$江西宜春8M
CCTV10,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878405
CCTV10,http://111.59.189.40:8445/tsfile/live/1008_1.m3u8
CCTV10,http://39.135.138.60:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV10,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV10,http://39.135.138.60:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV10,http://migu.jilu8.cn/3221232492/index.m3u8
CCTV10,http://117.148.179.137:80/PLTV/88888888/224/3221231666/1.m3u8
CCTV10,http://39.134.66.110/PLTV/88888888/224/3221225677/index.m3u8
CCTV10,http://117.148.179.164/PLTV/88888888/224/3221232492/index.m3u8 
CCTV10,http://117.148.179.157/PLTV/88888888/224/3221231666/index.m3u8?zzhongd
CCTV10,http://111.20.33.93/TVOD/88888893/224/3221226189/index.m3u8
CCTV11,http://hz752.love:63/live_ffb0/astv.php?id=cctv11hd
CCTV11,http://hz752.love:63/live_ffb0/bst.php?id=cctv11
CCTV11,http://hz752.love:63/live_ffb0/mak.php?id=cctv11
CCTV11,http://hz752.love:63/live_ffb0/cqyx.php?id=cctv11HD
CCTV11,http://hz752.love:63/live_ffb0/yst.php?id=cctv-11
CCTV11,http://hz752.love:63/live_ffb0/migu.php?id=cctv11
CCTV11,http://hz752.love:63/live_ffb0/bfgd.php?id=130
CCTV11,http://[2409:8087:2001:20:2800:0:df6e:eb23]/wh7f454c46tw105619488_1866436632/ott.mobaibox.com/PLTV/3/224/3221228289/index.m3u8?icpid=3&RTS=1668594900&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3
CCTV11,http://111.11.123.49:6610/000000001000/5934529806195667858/1.m3u8?Contentid=5934529806195667858&livemode=1&stbId=3&channel-id=bestzb
CCTV11,http://111.11.123.49:6610/000000001000/8983629816140945539/1.m3u8?Contentid=8983629816140945539&livemode=1&stbId=3&channel-id=wasusyt
CCTV11,http://111.11.123.49:6610/000000001000/5000000006000040011/1.m3u8?Contentid=5000000006000040011&livemode=1&stbId=3&channel-id=bestzb
CCTV11,http://111.11.123.49:6610/000000001000/5028333576671744004/1.m3u8?Contentid=5028333576671744004&livemode=1&stbId=3&channel-id=hnbblive
CCTV11,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225568/2/index.m3u8?fmt=ts2hls
CCTV11,http://39.136.48.54:8089/PLTV/88888888/224/3221225928/index.m3u8
CCTV11,http://39.136.48.20:8089/PLTV/88888888/224/3221225928/index.m3u8
CCTV11,http://111.20.35.103:6610/yinhe/2/ch00000090990000001012/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV11,http://111.20.33.93/PLTV/88888893/224/3221226240/index.m3u8
CCTV11,http://111.20.35.103:6610/yinhe/2/ch00000090990000001327/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV11,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225776/1.m3u8
CCTV11,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226240/1.m3u8
CCTV11,http://140.207.241.3:8080/live/program/live/CCTV11-/1300000/d1.m3u8
CCTV11,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV11,http://39.135.32.236:6610/PLTV/77777777/224/3221225750/index.m3u8?$广西移动
CCTV11,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8$江西宜春8M
CCTV11,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://39.134.65.162/PLTV/88888888/224/3221225517/index.m3u8
CCTV11,http://111.63.117.13:6060/030000001000/CCTV11-/CCTV11-.m3u8
CCTV11,http://111.59.189.40:8445/tsfile/live/1009_1.m3u8
CCTV11,http://39.135.138.60:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://migu.jilu8.cn/3221232843/index.m3u8
CCTV11,http://migu.jilu8.cn/3221231711/index.m3u8
CCTV11,http://117.148.179.163:80/PLTV/88888888/224/3221231711/1.m3u8
CCTV11,http://117.148.179.164/PLTV/88888888/224/3221231711/index.m3u8
CCTV11,http://111.20.33.93/TVOD/88888893/224/3221226240/index.m3u8
CCTV11,http://117.148.179.157/PLTV/88888888/224/3221231711/index.m3u8?zzhongd
CCTV12,http://111.11.123.49:6610/000000001000/7353916194983371497/1.m3u8?Contentid=7353916194983371497&livemode=1&stbId=3&channel-id=bestzb
CCTV12,http://111.11.123.49:6610/000000001000/5789397805573190782/1.m3u8?Contentid=5789397805573190782&livemode=1&stbId=3&channel-id=hnbblive
CCTV12,http://39.134.193.100:6610/030000001001/CCTV12-/1.m3u8?i
CCTV12,http://111.11.123.49:6610/000000001000/5000000006000040012/1.m3u8?Contentid=5000000006000040012&livemode=1&stbId=3&channel-id=bestzb
CCTV12,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225567/2/index.m3u8?fmt=ts2hls
CCTV12,http://111.11.123.49:6610/000000001000/5325631075193490169/1.m3u8?Contentid=5325631075193490169&livemode=1&stbId=3&channel-id=ystenlive
CCTV12,http://111.40.196.9/PLTV/88888888/224/3221225498/index.m3u8
CCTV12,http://111.20.35.103:6610/yinhe/2/ch00000090990000001013/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV12,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225775/1.m3u8
CCTV12,http://123.6.9.146/live/jz-CCTV12-/live.m3u8
CCTV12,http://111.63.117.13:6060/030000001000/CCTV12-/CCTV12-.m3u8
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV12,http://117.148.179.150/PLTV/88888888/224/3221231660/index.m3u8
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225637/index.m3u8
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225637/index.m3u8
CCTV12,http://39.135.32.236:6610/PLTV/77777777/224/3221225670/index.m3u8?$广西移动
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225637/index.m3u8$江西宜春8M
CCTV12,http://39.134.65.162/PLTV/88888888/224/3221225669/index.m3u8
CCTV12,http://112.74.200.9:88/tv000000/m3u8.php?/migu/673168185
CCTV12,http://111.59.189.40:8445/tsfile/live/1010_1.m3u8
CCTV12,http://39.135.138.60:18890/PLTV/88888910/224/3221225637/index.m3u8
CCTV12,http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8
CCTV12,http://39.135.138.60:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV12,http://111.20.33.93/TVOD/88888893/224/3221226190/index.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_CCTV13-_mhd.m3u8?auth_key=1635962688-0-e013f973588e41599d7751a912170d78-fd33c55f8befe5c00fb32fee650348c0
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_CCTV13-_mud.m3u8
CCTV13,http://111.11.123.49:6610/000000001000/5644425207501602420/1.m3u8?Contentid=5644425207501602420&livemode=1&stbId=3&channel-id=bestzb
CCTV13,http://111.11.123.49:6610/000000001000/8593685226043367730/1.m3u8?Contentid=8593685226043367730&livemode=1&stbId=3&channel-id=wasusyt
CCTV13,http://111.11.123.49:6610/000000001000/8144735820797832112/1.m3u8?Contentid=8144735820797832112&livemode=1&stbId=3&channel-id=hnbblive
CCTV13,http://111.11.123.49:6610/000000001000/5000000005000001827/1.m3u8?Contentid=5000000005000001827&livemode=1&stbId=3&channel-id=bestzb
CCTV13,http://111.40.196.9/PLTV/88888888/224/3221225575/index.m3u8
CCTV13,http://111.20.35.103:6610/yinhe/2/ch00000090990000001014/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV13,http://111.20.35.103:6610/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV13,http://111.20.33.93/PLTV/88888893/224/3221226233/index.m3u8
CCTV13,http://lives.jnnews.tv/video/s10001-CCTV/index.m3u8
CCTV13,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225617/1.m3u8
CCTV13,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225774/1.m3u8
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8
CCTV13,http://117.148.179.139/PLTV/88888888/224/3221231636/index.m3u8
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV13,http://39.135.32.236:6610/PLTV/77777777/224/3221225787/index.m3u8?$广西移动
CCTV13,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8$江西宜春3.5M
CCTV13,http://jwplay.hebyun.com.cn/live/CCTV13-/1500k/tzwj_video.m3u8
CCTV13,http://111.63.117.13:6060/030000001000/CCTV13-/CCTV13-.m3u8
CCTV13,http://111.59.189.40:8445/tsfile/live/1011_1.m3u8
CCTV13,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://migu.jilu8.cn/3221232846/index.m3u8
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8$3M1080P
CCTV13,http://39.135.138.58:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://hw-m-l.cztv.com/channels/lantian/channel16/1080p.m3u8
CCTV13,http://39.134.65.181/PLTV/88888888/224/3221225812/1.m3u8?$高清
CCTV13,http://183.207.249.11/PLTV/3/224/3221225560/index.m3u8?zzhongd
CCTV13,http://112.17.40.218/PLTV/88888888/224/3221231636/index.m3u8
CCTV14,http://111.11.123.49:6610/000000001000/8533174746904291143/1.m3u8?Contentid=8533174746904291143&livemode=1&stbId=3&channel-id=hnbblive
CCTV14,http://39.134.193.100:6610/030000001001/CCTV14-/1.m3u8?i
CCTV14,http://111.11.123.49:6610/000000001000/8203666801302077036/1.m3u8?Contentid=8203666801302077036&livemode=1&stbId=3&channel-id=ystenlive
CCTV14,http://111.20.35.103:6610/yinhe/2/ch00000090990000001019/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV14,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225784/1.m3u8
CCTV14,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225565/2/index.m3u8?fmt=ts2hls
CCTV14,http://140.207.241.3:8080/live/program/live/cctvse/1300000/d1.m3u8
CCTV14,http://123.6.9.146/live/jz-CCTV14-/live.m3u8
CCTV14,http://111.63.117.13:6060/030000001000/G_CCTV14-/G_CCTV14-.m3u8
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://39.135.138.59:18890/PLTV/88888910/224/3221225640/index.m3u8
CCTV14,http://39.135.138.59:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://39.135.138.59:18890/PLTV/88888910/224/3221225639/index.m3u8$江西宜春4M
CCTV14,http://39.135.138.58:18890/PLTV/88888888/224/3221225640/index.m3u8
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225640/index.m3u8
CCTV14,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878440
CCTV14,http://111.59.189.40:8445/tsfile/live/1012_1.m3u8
CCTV14,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://39.135.138.60:18890/PLTV/88888910/224/3221225640/index.m3u8
CCTV14,http://migu.jilu8.cn/3221231648/index.m3u8
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8$4M1080P
CCTV14,http://117.148.179.157/PLTV/88888888/224/3221231648/index.m3u8?zzhongd
CCTV14,http://111.40.196.9/PLTV/88888888/224/3221225573/index.m3u8
CCTV14,http://111.20.33.93/TVOD/88888893/224/3221226193/index.m3u8
CCTV15,http://111.11.123.49:6610/000000001000/6270544915670196140/1.m3u8?Contentid=6270544915670196140&livemode=1&stbId=3&channel-id=bestzb
CCTV15,http://111.11.123.49:6610/000000001000/5565738654152032083/1.m3u8?Contentid=5565738654152032083&livemode=1&stbId=3&channel-id=wasusyt
CCTV15,http://111.11.123.49:6610/000000001000/5527219383522032005/1.m3u8?Contentid=5527219383522032005&livemode=1&stbId=3&channel-id=hnbblive
CCTV15,http://111.11.123.49:6610/000000001000/5000000005000018417/1.m3u8?Contentid=5000000005000018417&livemode=1&stbId=3&channel-id=bestzb
CCTV15,http://111.20.35.103:6610/yinhe/2/ch00000090990000001020/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV15,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV15,http://111.40.196.9/PLTV/88888888/224/3221225577/index.m3u8
CCTV15,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225564/2/index.m3u8?fmt=ts2hls
CCTV15,http://140.207.241.3:8080/live/program/live/cctvyy/1300000/d1.m3u8
CCTV15,http://111.63.117.13:6060/030000001000/G_CCTV15-/G_CCTV15-.m3u8
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8
